cl_fake,cl_real,critic_loss,epoch,generator_loss,step
-0.00820344127714634,-0.008202162571251392,-1.278705894947052e-06,202,0.008166968822479248,4649
-0.014033994637429714,-0.014031867496669292,-2.127140760421753e-06,204,0.014034523628652096,4699
-0.010096732527017593,-0.010095405392348766,-1.3271346688270569e-06,206,0.010070189833641052,4749
-0.012014143168926239,-0.012013997882604599,-1.4528632164001465e-07,208,0.012022829614579678,4799
-0.009088963270187378,-0.009088904596865177,-5.8673322200775146e-08,210,0.009089046157896519,4849
-0.010583311319351196,-0.010582138784229755,-1.1725351214408875e-06,213,,4899
-0.012582095339894295,-0.012443908490240574,-0.00013818684965372086,215,0.012738634832203388,4949
-0.010464675724506378,-0.010463699698448181,-9.760260581970215e-07,217,0.010464933700859547,4999
-0.010322609916329384,-0.01031733863055706,-5.271285772323608e-06,219,0.010268489830195904,5049
-0.010844686068594456,-0.010838651098310947,-6.034970283508301e-06,221,0.010692775249481201,5099
-0.008372060023248196,-0.008364647626876831,-7.4123963713645935e-06,223,0.008375762030482292,5149
-0.009936550632119179,-0.009935686364769936,-8.642673492431641e-07,226,,5199
-0.010724954307079315,-0.010724924504756927,-2.9802322387695312e-08,228,0.010719547979533672,5249
-0.009815105237066746,-0.009813902899622917,-1.2023374438285828e-06,230,0.009814893826842308,5299
-0.00843094289302826,-0.008392923511564732,-3.801938146352768e-05,232,0.009773580357432365,5349
-0.00823407806456089,-0.008150020614266396,-8.405745029449463e-05,234,0.007524038199335337,5399
-0.008479636162519455,-0.008475535549223423,-4.100613296031952e-06,236,0.008479558862745762,5449
-0.013605214655399323,-0.013585347682237625,-1.9866973161697388e-05,239,0.013659610413014889,5499
-0.01154994685202837,-0.011543947272002697,-5.999580025672913e-06,241,0.01146105770021677,5549
-0.008896046318113804,-0.008896037936210632,-8.381903171539307e-09,243,0.0088960537686944,5599
-0.008623418398201466,-0.008621652610599995,-1.7657876014709473e-06,245,0.008622370660305023,5649
-0.008810000494122505,-0.008809175342321396,-8.25151801109314e-07,247,0.008892185054719448,5699
-0.009631640277802944,-0.009625942446291447,-5.6978315114974976e-06,249,0.009637387469410896,5749
-0.009670433588325977,-0.009670408442616463,-2.514570951461792e-08,252,0.009672152809798717,5799
-0.009778821840882301,-0.009770140051841736,-8.68178904056549e-06,254,0.010670024901628494,5849
-0.009413613937795162,-0.009413396939635277,-2.169981598854065e-07,256,0.009413664229214191,5899
-0.010104013606905937,-0.010104386135935783,3.725290298461914e-07,258,0.010063288733363152,5949
-0.009388363920152187,-0.009382329881191254,-6.034038960933685e-06,260,0.009416517801582813,5999
-0.009818078018724918,-0.009818068705499172,-9.313225746154785e-09,263,0.009818083606660366,6049
-0.010012572631239891,-0.010012288577854633,-2.8405338525772095e-07,265,0.009960312396287918,6099
-0.009916895069181919,-0.00991730485111475,4.0978193283081055e-07,267,0.009929835796356201,6149
-0.010057923384010792,-0.010057922452688217,-9.313225746154785e-10,269,0.010057923384010792,6199
-0.009986430406570435,-0.009986406192183495,-2.421438694000244e-08,271,0.009990617632865906,6249
-0.010497389361262321,-0.01049736700952053,-2.2351741790771484e-08,273,0.010497386567294598,6299
-0.010269608348608017,-0.010269529186189175,-7.916241884231567e-08,276,0.01026942953467369,6349
-0.009656550362706184,-0.009656297974288464,-2.523884177207947e-07,278,0.010369904339313507,6399
-0.009501921012997627,-0.009501112625002861,-8.083879947662354e-07,280,0.00950958114117384,6449
-0.008573219180107117,-0.008571798913180828,-1.4202669262886047e-06,282,0.00857403315603733,6499
-0.010357064194977283,-0.010356766171753407,-2.980232238769531e-07,284,0.010363221168518066,6549
-0.010219989344477654,-0.010219695046544075,-2.942979335784912e-07,286,0.010219719260931015,6599
-0.010386082343757153,-0.010385480709373951,-6.016343832015991e-07,289,0.010386083275079727,6649
-0.01013138610869646,-0.010131699964404106,3.1385570764541626e-07,291,0.010062252171337605,6699
-0.009355584159493446,-0.009355232119560242,-3.520399332046509e-07,293,0.009366140700876713,6749
-0.011483908630907536,-0.011483809910714626,-9.872019290924072e-08,295,0.01148390956223011,6799
-0.010200286284089088,-0.010200257413089275,-2.8870999813079834e-08,297,0.010198019444942474,6849
-0.01018745917826891,-0.010187500156462193,4.0978193283081055e-08,299,0.009901880286633968,6899
